# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
etfB	ENSB:TmzM5EJDKuXYJDK	ENSB:TmzM5EJDKuXYJDK	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
fabD	ENSB:z6pPXLdYoFj-UTM	ENSB:z6pPXLdYoFj-UTM	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
fabR	ENSB:BTzh1ZJ8H8UZzJH	ENSB:BTzh1ZJ8H8UZzJH	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fadA	ENSB:TicrlBJSix1fWo2	ENSB:TicrlBJSix1fWo2	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
fadB2	ENSB:Vd7vlfVQniNNela	ENSB:Vd7vlfVQniNNela	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fadH	ENSB:slt_qIo5g-TroP9	ENSB:slt_qIo5g-TroP9	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
fadI	ENSB:7gVkm2zGKDyNMUu	ENSB:7gVkm2zGKDyNMUu	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
fadJ_1	ENSB:5EwCDPSEVLIMzeh	ENSB:5EwCDPSEVLIMzeh	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
fadJ_2	ENSB:9Nhbq1CtMxOFj9l	ENSB:9Nhbq1CtMxOFj9l	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fba	ENSB:eqxn1CduQQuNDYx	ENSB:eqxn1CduQQuNDYx	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
fbiA	ENSB:5A1k18ddi0AqFFT	ENSB:5A1k18ddi0AqFFT	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
fbiB	ENSB:XOtNnkS_u25UQQ9	ENSB:XOtNnkS_u25UQQ9	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fbiC	ENSB:tXMY0_W7Z33uZiY	ENSB:tXMY0_W7Z33uZiY	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
fbiD	ENSB:Dfa6THqaJp8UEni	ENSB:Dfa6THqaJp8UEni	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbpB	ENSB:Apo8wEQlMOw_urk	ENSB:Apo8wEQlMOw_urk	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbpC	ENSB:8ahbkGgF70WW6un	ENSB:8ahbkGgF70WW6un	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fdhD	ENSB:7U0BkZ7YNlmV49l	ENSB:7U0BkZ7YNlmV49l	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fdxA	ENSB:ecU4NImwQ2IlMKO	ENSB:ecU4NImwQ2IlMKO	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ffh	ENSB:WFBC43f7roaHGwJ	ENSB:WFBC43f7roaHGwJ	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fgd1	ENSB:MUgBG-CETsrLPap	ENSB:MUgBG-CETsrLPap	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
fhaA	ENSB:S7GW1Cddxg1CZGQ	ENSB:S7GW1Cddxg1CZGQ	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
fhaB	ENSB:VXyLS180TVNulG0	ENSB:VXyLS180TVNulG0	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
fmt	ENSB:48YvGGXkRlpbXod	ENSB:48YvGGXkRlpbXod	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
folA	ENSB:1YaSNTSeC6Jfq2f	ENSB:1YaSNTSeC6Jfq2f	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
folB	ENSB:Zcv6lp5De6Ded_D	ENSB:Zcv6lp5De6Ded_D	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
folC	ENSB:rbSYzAKy5cP2-An	ENSB:rbSYzAKy5cP2-An	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
folD	ENSB:rKFUwQebJPoi8Sl	ENSB:rKFUwQebJPoi8Sl	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
folE	ENSB:JSktO9Ml_PlsWv0	ENSB:JSktO9Ml_PlsWv0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
folK	ENSB:DuRgt-AYMFn2OGm	ENSB:DuRgt-AYMFn2OGm	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
folP1	ENSB:20nl3XX02633WNZ	ENSB:20nl3XX02633WNZ	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
folP2	ENSB:LLBP4vhG7bN2ymT	ENSB:LLBP4vhG7bN2ymT	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
fpg1	ENSB:2uAvuAvvrOacQur	ENSB:2uAvuAvvrOacQur	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
fprA	ENSB:diaCUxTyDX2FnA8	ENSB:diaCUxTyDX2FnA8	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
frr	ENSB:HoCxQ4JI3Jirwi8	ENSB:HoCxQ4JI3Jirwi8	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ftsE	ENSB:SehkO-8dvukFfvD	ENSB:SehkO-8dvukFfvD	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ftsH	ENSB:MLXarzBR-Z-o0TA	ENSB:MLXarzBR-Z-o0TA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ftsK	ENSB:xzchimZeSeRywF5	ENSB:xzchimZeSeRywF5	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
ftsL	ENSB:00jJSssgvHClmPu	ENSB:00jJSssgvHClmPu	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ftsQ	ENSB:tmFl-ptZcXic4Ax	ENSB:tmFl-ptZcXic4Ax	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ftsW	ENSB:2ByDRnld-LwbejC	ENSB:2ByDRnld-LwbejC	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ftsX	ENSB:XsGayKItumSp3ev	ENSB:XsGayKItumSp3ev	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ftsZ	ENSB:0LhDSaFUOFg29dP	ENSB:0LhDSaFUOFg29dP	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
fusA	ENSB:2XBY-RVKcr9TrbT	ENSB:2XBY-RVKcr9TrbT	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gabD	ENSB:eSUb9CK9G1ELE22	ENSB:eSUb9CK9G1ELE22	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gabD1	ENSB:RXWwlTU72Hhb-BT	ENSB:RXWwlTU72Hhb-BT	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
gabT	ENSB:MV3CbvuU17gqd3p	ENSB:MV3CbvuU17gqd3p	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
galE1	ENSB:jpKUvIEqsn9-cId	ENSB:jpKUvIEqsn9-cId	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap	ENSB:hL5vs0DnLlRe2jV	ENSB:hL5vs0DnLlRe2jV	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gatA	ENSB:DcpX2i5GLe0dHtD	ENSB:DcpX2i5GLe0dHtD	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gatB	ENSB:gHuinNGdtza1SAO	ENSB:gHuinNGdtza1SAO	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
gatC	ENSB:MXCa0HPV1v56SSE	ENSB:MXCa0HPV1v56SSE	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gatD	ENSB:uhFEasCq5HGhnAT	ENSB:uhFEasCq5HGhnAT	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gcvH	ENSB:nUIqgn22YTBvG-y	ENSB:nUIqgn22YTBvG-y	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gcvP	ENSB:TbxnZH8ThN1-7ZC	ENSB:TbxnZH8ThN1-7ZC	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
glbO	ENSB:r23ui1_FClHp6M0	ENSB:r23ui1_FClHp6M0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glcB	ENSB:Sf6HooDxMwoLxAZ	ENSB:Sf6HooDxMwoLxAZ	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
glfT1	ENSB:q0UeWAD80KCgYtu	ENSB:q0UeWAD80KCgYtu	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glgB_1	ENSB:WOCOHZFy-KxRvvC	ENSB:WOCOHZFy-KxRvvC	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
glgB_2	ENSB:TDDFN_l6IFIyf65	ENSB:TDDFN_l6IFIyf65	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
glgB_3	ENSB:5CwGwhZIxtZx_Yh	ENSB:5CwGwhZIxtZx_Yh	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
glgM	ENSB:O-KorylU3PPrs-r	ENSB:O-KorylU3PPrs-r	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
glmM	ENSB:jmaQsrsIQRtcpWq	ENSB:jmaQsrsIQRtcpWq	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
glmS	ENSB:ocmUUPCIePETpVf	ENSB:ocmUUPCIePETpVf	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
glnA1	ENSB:sY_mLGoNnqM6f4S	ENSB:sY_mLGoNnqM6f4S	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
glnA2	ENSB:wiRzBHvjKqZX2Zi	ENSB:wiRzBHvjKqZX2Zi	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glnE	ENSB:3UHGT8hau0ZVBgK	ENSB:3UHGT8hau0ZVBgK	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gloC	ENSB:_n-XtlWuv92V2V0	ENSB:_n-XtlWuv92V2V0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
glpD1_1	ENSB:YKUBeWEcF3wd5ED	ENSB:YKUBeWEcF3wd5ED	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
glpD1_2	ENSB:CCOFA-l-td2bG25	ENSB:CCOFA-l-td2bG25	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
glpD2	ENSB:fZ-RdeWWTlJ6Sef	ENSB:fZ-RdeWWTlJ6Sef	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
glpQ1	ENSB:mb4_a45FdhC9Xfs	ENSB:mb4_a45FdhC9Xfs	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gltB	ENSB:IivAqFNoZ5wjnJ4	ENSB:IivAqFNoZ5wjnJ4	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
gltD	ENSB:xpwwIB0NunXXmU6	ENSB:xpwwIB0NunXXmU6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gltX	ENSB:GibavnekLBU_8BA	ENSB:GibavnekLBU_8BA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
glyA1	ENSB:Y-i5NpKPOrYlI86	ENSB:Y-i5NpKPOrYlI86	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
glyQS	ENSB:9KWYFGACqh16uqL	ENSB:9KWYFGACqh16uqL	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gmk	ENSB:BcKx4L4Z0TRJzgj	ENSB:BcKx4L4Z0TRJzgj	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
gndA	ENSB:tYvY2b7QWjMGrH_	ENSB:tYvY2b7QWjMGrH_	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gpgP	ENSB:eGSgkw-siAOxIkE	ENSB:eGSgkw-siAOxIkE	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
gpgS	ENSB:ZZ-dXNIfrGetrdc	ENSB:ZZ-dXNIfrGetrdc	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
gpmA_1	ENSB:Q6PWYveGgGw8G4H	ENSB:Q6PWYveGgGw8G4H	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gpmA_2	ENSB:9JI58vofyxvyIzm	ENSB:9JI58vofyxvyIzm	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gpsA	ENSB:A-QHgOfwYNql5-o	ENSB:A-QHgOfwYNql5-o	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
greA	ENSB:Kwz4nioYKxCPlYw	ENSB:Kwz4nioYKxCPlYw	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
groEL1	ENSB:AB_lVJiDqtE_zPD	ENSB:AB_lVJiDqtE_zPD	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
groL1	ENSB:IsAZC5-XB0VyKpv	ENSB:IsAZC5-XB0VyKpv	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
groS	ENSB:IezTf--CbCjMBh0	ENSB:IezTf--CbCjMBh0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gshA	ENSB:sw5nm87Yyh5m4jO	ENSB:sw5nm87Yyh5m4jO	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
guaA	ENSB:eVC3k7q2gTEDXv8	ENSB:eVC3k7q2gTEDXv8	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
guaB	ENSB:-PzguvvqWf2-1zS	ENSB:-PzguvvqWf2-1zS	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
guaB1	ENSB:CmyDffI8dazlovQ	ENSB:CmyDffI8dazlovQ	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gyrA	ENSB:lCiZvqjey9gU63X	ENSB:lCiZvqjey9gU63X	protein_coding	0	0	3	5	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2
gyrB	ENSB:Te0WIjvr1RInf3T	ENSB:Te0WIjvr1RInf3T	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
hbhA	ENSB:drbxkrYKU81H_8d	ENSB:drbxkrYKU81H_8d	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hcaB	ENSB:KVGtbmyn8H1hrJj	ENSB:KVGtbmyn8H1hrJj	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
hdfR	ENSB:XCeceBv_LxszSDI	ENSB:XCeceBv_LxszSDI	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
helY	ENSB:FIl6fuagTQQ3gyl	ENSB:FIl6fuagTQQ3gyl	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
hemA	ENSB:-hLO0Gp2plriFas	ENSB:-hLO0Gp2plriFas	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
hemB	ENSB:H7bOSF6w5Wv_3V7	ENSB:H7bOSF6w5Wv_3V7	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
hemC	ENSB:Sugp36PCl2xI6pF	ENSB:Sugp36PCl2xI6pF	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
hemE	ENSB:jPlVitTGulMjfOU	ENSB:jPlVitTGulMjfOU	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hemH	ENSB:yufEQbiWR7z6bPN	ENSB:yufEQbiWR7z6bPN	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hemL	ENSB:g6sOyr_IHa7hUO5	ENSB:g6sOyr_IHa7hUO5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hemY	ENSB:Tq5slw3jrhlsiXp	ENSB:Tq5slw3jrhlsiXp	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hflX	ENSB:Sv1lYB6-pKL1AwD	ENSB:Sv1lYB6-pKL1AwD	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hisB	ENSB:z9fUFHH7JF-AP1P	ENSB:z9fUFHH7JF-AP1P	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisC	ENSB:1E-kQcm5TFx9TDy	ENSB:1E-kQcm5TFx9TDy	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisD	ENSB:e99xhMILDjP6LL6	ENSB:e99xhMILDjP6LL6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisE	ENSB:XPzsDathBzZuaB4	ENSB:XPzsDathBzZuaB4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hisG	ENSB:fPoo8KJHN0V7c1S	ENSB:fPoo8KJHN0V7c1S	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hisH	ENSB:zdJvRP2iKS6sYvP	ENSB:zdJvRP2iKS6sYvP	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisN	ENSB:Ek8XrceCtew5nLO	ENSB:Ek8XrceCtew5nLO	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hom	ENSB:GWdE82j1wdvlTkE	ENSB:GWdE82j1wdvlTkE	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hpf	ENSB:zvScmgrw0lMwXXa	ENSB:zvScmgrw0lMwXXa	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hrcA	ENSB:CwTS__rt8xxL1OB	ENSB:CwTS__rt8xxL1OB	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hspR	ENSB:aRt-CqL0spi6s6k	ENSB:aRt-CqL0spi6s6k	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
htpG	ENSB:9tGNG7dcyTQW1EG	ENSB:9tGNG7dcyTQW1EG	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
htpX	ENSB:UJ-zo988rwErI9Z	ENSB:UJ-zo988rwErI9Z	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
icd2	ENSB:-0nqLV0K8SMIEgu	ENSB:-0nqLV0K8SMIEgu	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
icl	ENSB:6jznB63LSP8IYPg	ENSB:6jznB63LSP8IYPg	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ihfA	ENSB:CZzeKGF4lxGGhYg	ENSB:CZzeKGF4lxGGhYg	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ileS	ENSB:o7PwOdmy90jmuyA	ENSB:o7PwOdmy90jmuyA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ilvA	ENSB:d8lpa528dwJnqdL	ENSB:d8lpa528dwJnqdL	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ilvB1	ENSB:abYnVr7Mtdqy-os	ENSB:abYnVr7Mtdqy-os	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ilvC	ENSB:3NyUEXRExMjSMzP	ENSB:3NyUEXRExMjSMzP	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ilvD	ENSB:I96NILNTgKstKLm	ENSB:I96NILNTgKstKLm	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ilvH	ENSB:YkkN9pbIXdn0Ze6	ENSB:YkkN9pbIXdn0Ze6	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ilvX	ENSB:R7IB-OaNFMgLgqb	ENSB:R7IB-OaNFMgLgqb	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
infA	ENSB:J3EXQf1SiEUKIaL	ENSB:J3EXQf1SiEUKIaL	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
infC	ENSB:32aqBDZLoRDozBE	ENSB:32aqBDZLoRDozBE	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
inhA	ENSB:YgPI3BmNwjwyf-c	ENSB:YgPI3BmNwjwyf-c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ino1_1	ENSB:ZNS-5SQnxc9Stvx	ENSB:ZNS-5SQnxc9Stvx	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ino1_2	ENSB:rQkAmEK2fFq_GhX	ENSB:rQkAmEK2fFq_GhX	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
iscS	ENSB:pHoyHq6t-qL-_wW	ENSB:pHoyHq6t-qL-_wW	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ispE	ENSB:uKKrgWCBUNGBCCC	ENSB:uKKrgWCBUNGBCCC	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ispF	ENSB:Y2_ZdbvHa-hgQ_A	ENSB:Y2_ZdbvHa-hgQ_A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ispG	ENSB:Gr1nmRYrXtQ3ZeO	ENSB:Gr1nmRYrXtQ3ZeO	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
kasA	ENSB:pligmTqlnZSyevL	ENSB:pligmTqlnZSyevL	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
kasB	ENSB:fXs8LPzBffaZ1BN	ENSB:fXs8LPzBffaZ1BN	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
kdc	ENSB:_iXdNWydjXIvVwq	ENSB:_iXdNWydjXIvVwq	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
kgd	ENSB:_41YU5zIuJzRWkC	ENSB:_41YU5zIuJzRWkC	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
khtT	ENSB:PRCD1tm5githrIQ	ENSB:PRCD1tm5githrIQ	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
khtU	ENSB:dJr4qMVzk228YNq	ENSB:dJr4qMVzk228YNq	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
korA_1	ENSB:My-xOMZiUbY2QnH	ENSB:My-xOMZiUbY2QnH	protein_coding	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
korA_2	ENSB:7p31Y6HsStId7My	ENSB:7p31Y6HsStId7My	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
korA_3	ENSB:MI88GQKpwS7lGWX	ENSB:MI88GQKpwS7lGWX	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
korB	ENSB:0WtH9Srz4roKuVC	ENSB:0WtH9Srz4roKuVC	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ksgA	ENSB:Zk6fwe5YZkaNbOP	ENSB:Zk6fwe5YZkaNbOP	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
lacF	ENSB:-4vPBcKXunUykSj	ENSB:-4vPBcKXunUykSj	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
lacG	ENSB:lL78EI_cZglR_cf	ENSB:lL78EI_cZglR_cf	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lcfB_1	ENSB:rOWYuzxaEDVCN1G	ENSB:rOWYuzxaEDVCN1G	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lcfB_2	ENSB:H9FzURi02F3JU-d	ENSB:H9FzURi02F3JU-d	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lcpA_1	ENSB:tPOPN0AxmGQPFaF	ENSB:tPOPN0AxmGQPFaF	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
